orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment,linenumber,quantity,extendedprice,discount,returnflag,linestatus,shipdate,commitdate,shipinstruct,nationkey,n_name,n_comment
1030726.0,O,207428.88,Clerk#000000658,102076.0,,,,,,3.0,,,0.02,N,O,,1998-03-05,,,,
103941.0,F,53922.32,Clerk#000000457,,,,,,,,,,,,,,,,,,
1013700.0,O,221732.3,Clerk#000000297,95959.0,,,,,,4.0,28.0,,0.0,N,,1996-07-09,1996-05-11,NONE,,,
1008864.0,F,182460.87,Clerk#000000850,92626.0,,,,,,,,,,R,,1993-06-20,1993-06-20,,,,
1054146.0,O,320256.13,Clerk#000000866,51248.0,,,,,,,40.0,,,,O,1997-06-14,,COLLECT COD,,,
1107841.0,O,222721.29,Clerk#000000733,,,,,,,4.0,20.0,,0.09,,,,1996-05-19,NONE,,,
1092257.0,O,62990.3,Clerk#000000097,144625.0,,,,,,,,,,,,,,,,,
1008864.0,F,182460.87,Clerk#000000850,92626.0,,,,,,,5.0,,0.08,,F,,1993-07-17,COLLECT COD,,,
1163013.0,O,193210.2,Clerk#000000369,16597.0,,,,,,,,,,,,,,,,,
1153540.0,O,383570.33,Clerk#000000753,102718.0,,,,,,,,,0.1,,O,1996-06-28,,,,,
1093031.0,F,305874.46,Clerk#000000815,,,,,,,,,,,,,,,,,,
108000.0,F,170292.68,Clerk#000000371,60892.0,,,,,,,,,,,,,,,,,
1177127.0,F,112897.83,Clerk#000000468,141136.0,,,,,,,22.0,,,R,,1995-01-05,,NONE,,,
111969.0,O,46868.5,Clerk#000000206,,,,,,,,33.0,,0.01,N,O,,,COLLECT COD,,,
1048290.0,O,179197.13,Clerk#000000155,,,,,,,,,,,,,,,,,,
1026599.0,F,98981.58,Clerk#000000973,83809.0,,,,,,,,,,,,,,,,,
1037509.0,O,77329.72,Clerk#000000051,,,,,,,,,,,,,,,,,,
1050528.0,F,209819.1,Clerk#000000614,,,,,,,1.0,50.0,,,,,1992-08-15,1992-09-19,,,,
1145984.0,O,225369.26,Clerk#000000568,40586.0,,,,,,,,,,,,,,,,,
1130055.0,O,145880.22,Clerk#000000304,28609.0,,,,,,,,,,,,,,,,,
1030694.0,P,78869.24,Clerk#000000866,96140.0,,,,,,,,,,,,,,,,,
1109346.0,F,174385.15,Clerk#000000729,77060.0,,,,,,3.0,37.0,,0.09,A,,,1992-05-06,,,,
1030694.0,P,78869.24,Clerk#000000866,,,,,,,3.0,4.0,,0.06,N,O,,,,,,
1055621.0,F,324785.2,Clerk#000000668,,,,,,,1.0,45.0,,0.04,R,F,1993-09-14,,,,,
1129891.0,F,161213.16,Clerk#000000788,,,,,,,,,,,,,,,,,,
1052258.0,F,280206.83,Clerk#000000008,,,,,,,5.0,17.0,,0.09,,,1992-03-27,1992-04-06,,,,
1119490.0,F,75259.01,Clerk#000000865,33193.0,,,,,,,,,,,,,,,,,
1165250.0,O,270528.02,Clerk#000000707,,,,,,,5.0,,,,N,O,1995-12-28,,NONE,,,
106311.0,F,124626.1,Clerk#000000146,28252.0,,,,,,3.0,43.0,,,,,1994-04-28,1994-05-08,,,,
1089632.0,F,135149.27,Clerk#000000382,,,,,,,2.0,18.0,,0.05,R,F,,1992-12-06,COLLECT COD,,,
1037376.0,O,99953.8,Clerk#000000374,,,,,,,,,,,,,,,,,,
1157637.0,O,186577.19,Clerk#000000650,123085.0,,,,,,4.0,,,0.06,,O,,,,,,
114276.0,F,184620.12,Clerk#000000992,61600.0,,,,,,3.0,,,0.07,,F,,1994-06-28,,,,
1125890.0,O,204331.73,Clerk#000000198,,,,,,,5.0,33.0,,,,O,1996-02-07,,,,,
1128576.0,O,287354.0,Clerk#000000358,,,,,,,,46.0,,,,,,1998-09-15,,,,
1093031.0,F,305874.46,Clerk#000000815,105790.0,,,,,,6.0,,,0.01,,F,,1993-06-29,DELIVER IN PERSON,,,
1081126.0,O,218771.67,Clerk#000000715,,,,,,,,,,0.02,N,O,1996-01-07,,,,,
1176929.0,F,371329.66,Clerk#000000240,85438.0,,,,,,4.0,21.0,,0.0,R,F,,,,,,
107814.0,O,212248.5,Clerk#000000331,11903.0,,,,,,,,,,,,,,,,,
1061316.0,P,230133.92,Clerk#000000152,67855.0,,,,,,4.0,45.0,,,N,,1995-06-01,,,,,
1177889.0,O,351223.91,Clerk#000000515,,,,,,,,32.0,,,,O,1997-11-21,,,,,
1082084.0,O,255102.37,Clerk#000000738,85471.0,,,,,,,21.0,,0.1,N,,,1997-06-14,TAKE BACK RETURN,,,
1135431.0,O,231769.93,Clerk#000000929,22723.0,,,,,,,13.0,,0.04,,,,,,,,
1113633.0,O,151541.44,Clerk#000000927,,,,,,,1.0,42.0,56127.54,0.04,N,O,1998-03-09,1998-01-29,TAKE BACK RETURN,,,
1016035.0,F,134245.75,Clerk#000000279,4135.0,,,,,,1.0,,,0.02,A,F,1992-02-19,,,,,
1005892.0,O,209965.17,Clerk#000000566,,,,,,,1.0,46.0,,0.0,N,O,1998-03-15,1998-02-07,,,,
1049606.0,O,16223.87,Clerk#000000173,111850.0,,,,,,,,,,N,,,1996-09-09,NONE,,,
106311.0,F,124626.1,Clerk#000000146,,,,,,,,,,,,,,,,,,
1156996.0,O,169579.56,Clerk#000000217,,,,,,,,45.0,,,,O,,,,,,
1103974.0,F,218662.14,Clerk#000000644,,,,,,,6.0,12.0,,0.02,,F,1993-09-02,,TAKE BACK RETURN,,,
1040678.0,F,116341.44,Clerk#000000381,129268.0,,,,,,,,,,R,,,,,,,
115523.0,F,367352.75,Clerk#000000262,12172.0,,,,,,,23.0,,,R,F,,1994-05-10,,,,
1030849.0,O,258328.02,Clerk#000000808,97111.0,,,,,,1.0,18.0,,0.01,,O,,1997-12-26,,,,
1112420.0,F,88984.67,Clerk#000000717,51625.0,,,,,,,,,,,,,,,,,
1169924.0,F,229205.28,Clerk#000000848,,,,,,,,29.0,,0.07,A,,,,,,,
1061155.0,O,43251.68,Clerk#000000153,,,,,,,,,,,,,,,,,,
1147490.0,O,49990.69,Clerk#000000840,,,,,,,,,,,,,,,,,,
1055587.0,F,93106.62,Clerk#000000631,,,,,,,5.0,,,0.01,,F,,,DELIVER IN PERSON,,,
106406.0,O,96997.13,Clerk#000000579,140239.0,,,,,,,,,,N,O,,1997-01-20,TAKE BACK RETURN,,,
1055268.0,O,86937.85,Clerk#000000409,,,,,,,3.0,19.0,27157.65,0.02,N,O,1997-10-12,1997-08-29,NONE,,,
1054947.0,O,106095.63,Clerk#000000551,60523.0,,,,,,1.0,,,,N,,,,TAKE BACK RETURN,,,
1129540.0,O,168379.74,Clerk#000000499,110392.0,,,,,,1.0,31.0,,,,O,1997-12-11,1998-02-25,TAKE BACK RETURN,,,
1142881.0,F,120634.6,Clerk#000000244,101401.0,,,,,,,,,,,,,,,,,
1068736.0,O,117493.62,Clerk#000000904,,,,,,,,,,,,,,,,,,
1011783.0,F,226860.78,Clerk#000000765,,,,,,,,,,,,F,1995-02-01,1994-12-02,,,,
112900.0,O,238348.05,Clerk#000000482,20785.0,,,,,,3.0,,,0.04,N,O,,1998-06-07,COLLECT COD,,,
1050821.0,F,135345.39,Clerk#000000391,,,,,,,,,,,,,,,,,,
1070659.0,F,172617.32,Clerk#000000328,,,,,,,,,,,,,,,,,,
1003264.0,F,273846.15,Clerk#000000512,78100.0,,,,,,6.0,31.0,,,,F,1994-10-27,,COLLECT COD,,,
105474.0,O,264231.7,Clerk#000000510,,,,,,,,,,0.01,,O,,,DELIVER IN PERSON,,,
1061664.0,F,332140.42,Clerk#000000338,80236.0,,,,,,,,,,,,,,,,,
112900.0,O,238348.05,Clerk#000000482,20785.0,,,,,,7.0,,,,N,O,,,DELIVER IN PERSON,,,
1089415.0,F,110938.22,Clerk#000000795,,,,,,,1.0,45.0,46441.35,0.01,R,F,1995-04-05,1995-03-16,NONE,,,
1124162.0,F,232922.86,Clerk#000000122,,,,,,,,,,,,,,,,,,
1084128.0,F,34844.77,Clerk#000000404,,,,,,,,20.0,,,R,,1992-09-03,1992-08-10,DELIVER IN PERSON,,,
1052100.0,F,114948.29,Clerk#000000818,,,,,,,,4.0,,,R,,1995-01-07,,NONE,,,
1117344.0,O,131448.91,Clerk#000000724,79142.0,,,,,,3.0,14.0,,,N,,,,TAKE BACK RETURN,,,
1015236.0,F,98134.87,Clerk#000000052,,,,,,,,,,,R,,1994-08-27,1994-08-05,,,,
1123590.0,O,300124.47,Clerk#000000188,,,,,,,,,,0.06,N,O,,,NONE,,,
1171234.0,O,72986.41,Clerk#000000138,78632.0,,,,,,,,,,,,,,,,,
1075171.0,O,174625.88,Clerk#000000751,103403.0,,,,,,,,,0.07,,O,,1998-09-01,,,,
1068736.0,O,117493.62,Clerk#000000904,,,,,,,2.0,,,,N,O,1997-05-21,1997-05-24,,,,
1054947.0,O,106095.63,Clerk#000000551,60523.0,,,,,,,,,,,,,,,,,
1051808.0,O,153319.06,Clerk#000000234,,,,,,,,,,,,,,,,,,
1155682.0,F,130816.15,Clerk#000000996,84355.0,,,,,,1.0,,,,A,,1993-08-31,,,,,
1160677.0,F,291786.81,Clerk#000000792,43222.0,,,,,,4.0,19.0,,0.05,,,1994-09-01,,COLLECT COD,,,
1024612.0,O,161367.49,Clerk#000000303,,,,,,,6.0,,,,N,O,1996-12-01,1996-12-25,,,,
1062432.0,O,143177.54,Clerk#000000119,,,,,,,3.0,,,,,O,1995-12-16,,COLLECT COD,,,
1107972.0,O,250193.58,Clerk#000000408,15925.0,,,,,,,,,,,,1998-03-26,,,,,
1109346.0,F,174385.15,Clerk#000000729,77060.0,,,,,,2.0,26.0,,,,,1992-05-30,,,,,
1019394.0,O,255582.54,Clerk#000000660,132853.0,,,,,,3.0,,,0.07,,,,1997-08-14,,,,
1013700.0,O,221732.3,Clerk#000000297,,,,,,,4.0,28.0,,0.0,N,,1996-07-09,1996-05-11,NONE,,,
106147.0,O,186792.69,Clerk#000000834,118451.0,,,,,,2.0,,,0.05,,,,,,,,
1011783.0,F,226860.78,Clerk#000000765,149309.0,,,,,,2.0,30.0,,,,,,1994-12-30,TAKE BACK RETURN,,,
116199.0,F,297297.3,Clerk#000000187,,,,,,,,45.0,,,,F,1994-03-29,,,,,
1001987.0,F,172648.36,Clerk#000000871,,,,,,,,32.0,,,,F,,1992-09-19,,,,
1068195.0,O,128269.59,Clerk#000000717,70240.0,,,,,,,,,,,,,,,,,
1166052.0,F,104740.15,Clerk#000000934,,,,,,,2.0,,,0.05,,F,,1993-01-13,NONE,,,
1147074.0,O,83320.47,Clerk#000000685,138169.0,,,,,,1.0,,,,N,O,,1996-09-07,TAKE BACK RETURN,,,
1017216.0,F,122931.47,Clerk#000000531,,,,,,,,,,,,,,,,,,
1037280.0,F,222106.05,Clerk#000000634,,,,,,,4.0,20.0,,,,F,1993-04-28,,DELIVER IN PERSON,,,
1126211.0,F,280143.54,Clerk#000000943,118577.0,,,,,,,,,,,,,,,,,
1123590.0,O,300124.47,Clerk#000000188,1387.0,,,,,,7.0,,,,N,,,1998-03-19,,,,
1025281.0,O,333633.87,Clerk#000000163,45959.0,,,,,,,46.0,,,,,1997-03-08,,DELIVER IN PERSON,,,
1020998.0,F,245617.01,Clerk#000000919,,,,,,,,,,0.05,,,1993-11-21,,COLLECT COD,,,
1070822.0,F,90976.41,Clerk#000000592,147397.0,,,,,,2.0,,,,A,F,1994-07-01,,DELIVER IN PERSON,,,
1112038.0,F,113382.71,Clerk#000000002,149740.0,,,,,,2.0,,,0.08,,F,,1992-09-30,,,,
1068195.0,O,128269.59,Clerk#000000717,70240.0,,,,,,,,,,,,1997-08-25,,,,,
1121282.0,F,115138.25,Clerk#000000399,,,,,,,,,,,,,,,,,,
1113793.0,O,142239.62,Clerk#000000532,,,,,,,,10.0,,,,O,1996-11-08,,TAKE BACK RETURN,,,
1168068.0,F,159185.55,Clerk#000000748,,,,,,,,,,,,,,,,,,
1030726.0,O,207428.88,Clerk#000000658,,,,,,,,18.0,,0.01,,,,1998-03-13,,,,
1159876.0,F,76167.75,Clerk#000000362,113059.0,,,,,,2.0,19.0,36289.81,0.02,A,F,1993-01-13,1993-01-13,NONE,,,
1115682.0,O,178179.94,Clerk#000000734,33391.0,,,,,,,,,,N,,,,,,,
1061636.0,O,221453.14,Clerk#000000217,3427.0,,,,,,,19.0,,,N,,,1995-07-26,,,,
1017638.0,O,259820.04,Clerk#000000445,,,,,,,,,,,,,,,,,,
1018048.0,O,11044.95,Clerk#000000012,,,,,,,1.0,7.0,11386.55,0.03,N,O,1998-01-17,1998-03-28,TAKE BACK RETURN,,,
1166502.0,F,126932.21,Clerk#000000837,1285.0,,,,,,,,,,,,,,,,,
1145798.0,O,205189.59,Clerk#000000738,75142.0,,,,,,,,,,,,,,,,,
1039365.0,F,174446.73,Clerk#000000239,11020.0,,,,,,5.0,,,,,,1993-07-16,1993-08-03,,,,
1112642.0,F,137124.71,Clerk#000000734,,,,,,,1.0,,,,,F,,,,,,
1081126.0,O,218771.67,Clerk#000000715,,,,,,,,,,,,,,,,,,
111814.0,F,29608.72,Clerk#000000288,22555.0,,,,,,,,,0.01,A,,1992-12-23,,,,,
1038274.0,F,91904.54,Clerk#000000563,7360.0,,,,,,,34.0,,0.0,,,1992-03-09,1992-03-23,,,,
1004743.0,F,192513.73,Clerk#000000729,,,,,,,4.0,33.0,,0.01,A,,,,,,,
1165250.0,O,270528.02,Clerk#000000707,7984.0,,,,,,,45.0,,,,O,1995-09-05,1995-10-28,,,,
1147236.0,O,83544.86,Clerk#000000470,61628.0,,,,,,,,,0.06,,O,,,,,,
113795.0,O,162096.79,Clerk#000000332,,,,,,,,,,,,,,,,,,
1115682.0,O,178179.94,Clerk#000000734,33391.0,,,,,,3.0,45.0,,0.07,,O,,1996-07-11,COLLECT COD,,,
1124162.0,F,232922.86,Clerk#000000122,85561.0,,,,,,4.0,20.0,,0.08,A,,1994-11-23,,,,,
1002177.0,F,68991.83,Clerk#000000638,81935.0,,,,,,,33.0,,,,,,,,,,
1173732.0,O,139699.92,Clerk#000000937,108889.0,,,,,,,5.0,,0.08,N,O,1997-08-02,1997-10-12,,,,
1051492.0,F,141755.87,Clerk#000000714,6265.0,,,,,,3.0,42.0,,,A,,,1993-11-01,COLLECT COD,,,
1156930.0,F,82219.01,Clerk#000000295,31165.0,,,,,,,,,,,,,,,,,
1155365.0,F,65585.06,Clerk#000000545,,,,,,,,,,,,,,,,,,
1109346.0,F,174385.15,Clerk#000000729,,,,,,,2.0,26.0,,,,,1992-05-30,,,,,
1145666.0,O,315313.19,Clerk#000000463,,,,,,,,,,0.01,N,O,1996-08-15,1996-07-31,NONE,,,
1158307.0,O,105227.54,Clerk#000000760,146950.0,,,,,,,,,,,,,,,,,
1040678.0,F,116341.44,Clerk#000000381,129268.0,,,,,,1.0,,,,,F,,,,,,
1032672.0,O,164010.64,Clerk#000000799,,,,,,,1.0,27.0,28811.97,0.09,N,O,1998-06-05,1998-07-18,NONE,,,
1165250.0,O,270528.02,Clerk#000000707,7984.0,,,,,,,,,,,,,,,,,
107814.0,O,212248.5,Clerk#000000331,11903.0,,,,,,,11.0,,0.0,,,1995-12-14,1995-12-08,DELIVER IN PERSON,,,
1065409.0,F,51724.13,Clerk#000000538,,,,,,,,2.0,,0.1,,,,1994-01-20,,,,
1119490.0,F,75259.01,Clerk#000000865,,,,,,,,,,,,,,1993-03-11,TAKE BACK RETURN,,,
1166275.0,O,240571.49,Clerk#000000131,2515.0,,,,,,3.0,,,,N,,,1998-06-30,DELIVER IN PERSON,,,
1002753.0,F,2330.74,Clerk#000000574,,,,,,,1.0,2.0,,,,,1992-01-25,1992-03-24,TAKE BACK RETURN,,,
1133030.0,O,327006.74,Clerk#000000064,20158.0,,,,,,,,,,,,,,,,,
1117697.0,F,304065.98,Clerk#000000298,,,,,,,1.0,,,,,F,,,,,,
1055815.0,O,358976.05,Clerk#000000852,36445.0,,,,,,6.0,39.0,,,N,O,1996-02-14,1996-04-09,NONE,,,
1054146.0,O,320256.13,Clerk#000000866,,,,,,,,19.0,,,N,O,1997-08-01,1997-06-09,DELIVER IN PERSON,,,
1117344.0,O,131448.91,Clerk#000000724,,,,,,,6.0,,,,,,,1996-04-08,,,,
1159552.0,F,145233.94,Clerk#000000951,118160.0,,,,,,,,,0.0,,F,1993-03-05,,NONE,,,
1165926.0,O,204532.53,Clerk#000000625,,,,,,,,,,,,O,1997-04-21,,,,,
1027781.0,F,168782.06,Clerk#000000353,,,,,,,2.0,48.0,,0.05,,F,,,,,,
1176646.0,F,43906.08,Clerk#000000915,13711.0,,,,,,,11.0,,0.1,R,F,1992-12-31,,,,,
1037986.0,O,143770.49,Clerk#000000433,,,,,,,,,,,,,,,,,,
1110944.0,O,241542.33,Clerk#000000818,,,,,,,5.0,,,,N,,,1998-07-14,,,,
1125890.0,O,204331.73,Clerk#000000198,,,,,,,,,,0.02,,O,,1996-02-28,,,,
1030112.0,F,190776.05,Clerk#000000357,116315.0,,,,,,,,,0.04,R,F,1992-06-25,1992-08-26,,,,
1091363.0,F,215431.25,Clerk#000000413,93415.0,,,,,,,,,,,,,,,,,
1173732.0,O,139699.92,Clerk#000000937,108889.0,,,,,,,,,,,,,,,,,
115328.0,F,206554.72,Clerk#000000913,56645.0,,,,,,,16.0,,0.0,,,1994-09-20,,,,,
1141026.0,F,179303.19,Clerk#000000896,86926.0,,,,,,1.0,6.0,,0.01,R,F,1995-02-11,1994-12-31,,,,
1129540.0,O,168379.74,Clerk#000000499,,,,,,,,,,,N,,1997-12-15,1998-02-17,,,,
1164000.0,O,193863.07,Clerk#000000022,12695.0,,,,,,5.0,,,,N,,1997-05-27,1997-05-09,COLLECT COD,,,
1080227.0,P,114843.82,Clerk#000000651,,,,,,,,,,,,,,,,,,
1074055.0,O,177896.06,Clerk#000000155,93898.0,,,,,,,,,0.1,,O,1997-07-21,,TAKE BACK RETURN,,,
1118339.0,F,196779.96,Clerk#000000833,146647.0,,,,,,,23.0,,0.0,,F,1993-10-25,,DELIVER IN PERSON,,,
100993.0,F,381510.53,Clerk#000000949,99631.0,,,,,,7.0,46.0,63865.94,0.0,R,F,1993-06-28,1993-09-09,DELIVER IN PERSON,,,
1065538.0,F,126658.71,Clerk#000000723,119086.0,,,,,,2.0,,,,,F,1994-04-15,,,,,
1051970.0,F,224032.45,Clerk#000000306,28979.0,,,,,,1.0,26.0,,,,,1992-10-28,1992-10-17,TAKE BACK RETURN,,,
1081126.0,O,218771.67,Clerk#000000715,46162.0,,,,,,4.0,,,,N,O,,1995-12-30,,,,
1040865.0,F,329923.05,Clerk#000000476,142003.0,,,,,,2.0,49.0,,,,F,,1994-11-22,,,,
10981.0,F,266554.94,Clerk#000000341,,,,,,,,,,,A,F,,1993-08-12,,,,
1160677.0,F,291786.81,Clerk#000000792,,,,,,,,,,,,,,,,,,
1076899.0,F,184063.4,Clerk#000000493,146296.0,,,,,,3.0,,,0.08,,F,,,TAKE BACK RETURN,,,
1029795.0,O,201838.78,Clerk#000000511,,,,,,,1.0,14.0,,,N,O,1998-08-14,,,,,
1083301.0,F,305796.27,Clerk#000000229,96835.0,,,,,,4.0,36.0,,0.03,A,F,1994-08-09,,,,,
1132932.0,F,165010.51,Clerk#000000145,102463.0,,,,,,,,,,,,,,,,,
1047424.0,O,157530.16,Clerk#000000638,70351.0,,,,,,,,,,,,,,,,,
1038017.0,O,173802.95,Clerk#000000039,114541.0,,,,,,4.0,1.0,,,,O,,,,,,
1162562.0,O,50038.02,Clerk#000000263,,,,,,,,43.0,,,N,,1995-10-24,,COLLECT COD,,,
1144804.0,F,90505.92,Clerk#000000262,78049.0,,,,,,,,,,,,,,,,,
1165861.0,O,292340.86,Clerk#000000158,,,,,,,,40.0,,,,O,1996-08-06,,NONE,,,
1174433.0,F,204387.32,Clerk#000000310,,,,,,,,,,,,F,,1994-01-02,TAKE BACK RETURN,,,
1176929.0,F,371329.66,Clerk#000000240,,,,,,,,,,,,,,,,,,
1163013.0,O,193210.2,Clerk#000000369,,,,,,,,,,,,,,,,,,
11552.0,F,30092.4,Clerk#000000960,,,,,,,,,,,,,,,,,,
103011.0,F,133406.97,Clerk#000000361,,,,,,,,,,,,,,,,,,
1004743.0,F,192513.73,Clerk#000000729,47002.0,,,,,,4.0,33.0,,0.01,A,,,,,,,
1122949.0,F,205980.37,Clerk#000000150,66989.0,,,,,,4.0,,,0.07,R,,1995-03-15,,,,,
1020646.0,F,86926.73,Clerk#000000668,54901.0,,,,,,1.0,48.0,,,,F,1995-02-10,,TAKE BACK RETURN,,,
108870.0,F,176155.5,Clerk#000000342,,,,,,,,,,,,,,,,,,
1027876.0,F,144061.35,Clerk#000000684,63889.0,,,,,,2.0,30.0,,,,F,,1993-11-03,TAKE BACK RETURN,,,
1005892.0,O,209965.17,Clerk#000000566,80746.0,,,,,,7.0,,,0.0,N,,,,NONE,,,
1019394.0,O,255582.54,Clerk#000000660,132853.0,,,,,,,49.0,,0.07,N,,,,,,,
1103171.0,O,227523.93,Clerk#000000914,24781.0,,,,,,,,,,,,,,,,,
1016035.0,F,134245.75,Clerk#000000279,,,,,,,,,,,,,,,,,,
1055587.0,F,93106.62,Clerk#000000631,62560.0,,,,,,4.0,15.0,,0.02,,F,,1995-03-20,,,,
1166502.0,F,126932.21,Clerk#000000837,,,,,,,,,,,,,,,TAKE BACK RETURN,,,
1034405.0,O,405596.16,Clerk#000000131,,,,,,,,,,,,,1995-11-24,,COLLECT COD,,,
1121282.0,F,115138.25,Clerk#000000399,119528.0,,,,,,,,,,,,,,,,,
100993.0,F,381510.53,Clerk#000000949,,,,,,,7.0,46.0,63865.94,0.0,R,F,1993-06-28,1993-09-09,DELIVER IN PERSON,,,
1001024.0,F,334614.37,Clerk#000000015,,,,,,,,48.0,,0.06,A,,1992-08-31,,,,,
1019297.0,O,173375.3,Clerk#000000090,31352.0,,,,,,1.0,30.0,,,N,,,,,,,
1016548.0,O,267636.19,Clerk#000000862,122395.0,,,,,,2.0,46.0,87077.54,0.02,N,O,1997-03-28,1997-01-17,NONE,,,
1158977.0,F,70252.2,Clerk#000000829,,,,,,,3.0,30.0,,0.01,R,F,,,,,,
1070822.0,F,90976.41,Clerk#000000592,,,,,,,,,,,,,,,,,,
1116993.0,F,73428.83,Clerk#000000996,143236.0,,,,,,7.0,7.0,,0.04,R,,,,TAKE BACK RETURN,,,
1048516.0,F,295459.76,Clerk#000000913,130324.0,,,,,,,46.0,,,,,1994-10-05,,COLLECT COD,,,
1118339.0,F,196779.96,Clerk#000000833,146647.0,,,,,,,,,,,,,,,,,
1074149.0,O,94485.99,Clerk#000000333,89773.0,,,,,,1.0,,,0.01,N,,,1995-12-27,,,,
1046757.0,F,304114.87,Clerk#000000552,52693.0,,,,,,,,,,R,,1994-06-08,1994-08-25,,,,
1141920.0,O,244327.19,Clerk#000000920,15169.0,,,,,,3.0,1.0,,0.08,N,O,1996-10-16,,DELIVER IN PERSON,,,
1159552.0,F,145233.94,Clerk#000000951,118160.0,,,,,,1.0,,,0.07,A,F,,1993-03-10,,,,
1112642.0,F,137124.71,Clerk#000000734,,,,,,,,,,,,,,,,,,
1024452.0,O,149366.83,Clerk#000000319,,,,,,,,40.0,,,N,O,,1996-06-13,,,,
1017091.0,F,384787.66,Clerk#000000240,,,,,,,,,,,,,,1995-02-11,COLLECT COD,,,
108000.0,F,170292.68,Clerk#000000371,60892.0,,,,,,,26.0,,0.07,,F,1995-05-11,1995-03-08,NONE,,,
1044645.0,F,163812.23,Clerk#000000565,121520.0,,,,,,,6.0,,,A,,,1994-04-02,DELIVER IN PERSON,,,
1006497.0,F,177766.67,Clerk#000000693,15500.0,,,,,,3.0,42.0,,0.07,R,F,,1993-01-20,DELIVER IN PERSON,,,
110597.0,O,242901.26,Clerk#000000893,,,,,,,,,,,N,O,,1998-09-11,,,,
1024900.0,F,172711.97,Clerk#000000100,50434.0,,,,,,,,,,,,,,,,,
1082567.0,O,73689.09,Clerk#000000593,,,,,,,,,,,,,,,,,,
105316.0,F,75633.33,Clerk#000000944,,,,,,,,,,,,,,,,,,
1159906.0,O,221042.63,Clerk#000000280,,,,,,,2.0,,,,N,,,1995-11-29,COLLECT COD,,,
1037376.0,O,99953.8,Clerk#000000374,54064.0,,,,,,,14.0,,,N,O,1998-10-18,,,,,
1041088.0,F,145125.3,Clerk#000000993,,,,,,,,10.0,,,,F,1992-08-30,1992-09-25,DELIVER IN PERSON,,,
104198.0,O,296416.84,Clerk#000000917,,,,,,,,,,,,,,,,,,
1103171.0,O,227523.93,Clerk#000000914,24781.0,,,,,,,,,0.06,N,,1998-05-22,,TAKE BACK RETURN,,,
1008864.0,F,182460.87,Clerk#000000850,92626.0,,,,,,3.0,,,0.03,,,1993-06-27,,,,,
1024452.0,O,149366.83,Clerk#000000319,39016.0,,,,,,4.0,12.0,,0.1,N,,,1996-05-08,,,,
1004743.0,F,192513.73,Clerk#000000729,,,,,,,3.0,,,,R,F,,1994-09-13,,,,
1005892.0,O,209965.17,Clerk#000000566,80746.0,,,,,,1.0,46.0,,0.0,N,O,1998-03-15,1998-02-07,,,,
1057313.0,O,191951.98,Clerk#000000153,,,,,,,2.0,,,0.01,,,,,DELIVER IN PERSON,,,
1070565.0,F,51892.86,Clerk#000000906,69181.0,,,,,,,,,,A,,1995-01-11,1994-12-14,DELIVER IN PERSON,,,
1006497.0,F,177766.67,Clerk#000000693,,,,,,,,,,,,,,,,,,
1015491.0,F,271316.2,Clerk#000000116,106541.0,,,,,,4.0,,,0.1,,,1994-01-25,1994-02-11,COLLECT COD,,,
1179746.0,O,218497.01,Clerk#000000818,75154.0,,,,,,,19.0,,0.02,N,,,,,,,
1062532.0,F,331376.68,Clerk#000000540,138215.0,,,,,,3.0,15.0,,0.02,A,F,1992-05-20,1992-04-14,COLLECT COD,,,
1038017.0,O,173802.95,Clerk#000000039,,,,,,,,,,,,,,,,,,
1144804.0,F,90505.92,Clerk#000000262,,,,,,,3.0,,,0.09,,,,,TAKE BACK RETURN,,,
1028192.0,O,18885.45,Clerk#000000928,53888.0,,,,,,,9.0,,,N,,,1997-11-26,DELIVER IN PERSON,,,
1041088.0,F,145125.3,Clerk#000000993,51724.0,,,,,,2.0,,,0.0,,,1992-07-31,1992-08-31,TAKE BACK RETURN,,,
1144804.0,F,90505.92,Clerk#000000262,,,,,,,2.0,,,0.09,,F,,1995-04-29,NONE,,,
116199.0,F,297297.3,Clerk#000000187,,,,,,,,42.0,,0.03,,,,1994-01-28,,,,
1062532.0,F,331376.68,Clerk#000000540,138215.0,,,,,,2.0,,,,,,1992-03-09,,,,,
1169123.0,O,255680.12,Clerk#000000241,,,,,,,,,,,,,,,,,,
1017216.0,F,122931.47,Clerk#000000531,,,,,,,2.0,,,,,F,1995-03-25,1995-03-24,COLLECT COD,,,
1070659.0,F,172617.32,Clerk#000000328,1324.0,,,,,,,,,,,,,,,,,
1130055.0,O,145880.22,Clerk#000000304,,,,,,,,,,,,,,,,,,
1160768.0,O,294951.98,Clerk#000000594,70345.0,,,,,,2.0,25.0,,,N,O,,1997-04-22,,,,
1140198.0,O,103251.83,Clerk#000000534,,,,,,,,,,,,,,,,,,
1094688.0,O,95742.86,Clerk#000000254,,,,,,,1.0,,,0.07,N,,,,COLLECT COD,,,
1128384.0,F,213016.58,Clerk#000000572,72806.0,,,,,,4.0,,,0.08,R,,1995-02-04,,DELIVER IN PERSON,,,
1144804.0,F,90505.92,Clerk#000000262,,,,,,,,17.0,,0.06,R,,,,NONE,,,
1080451.0,F,14288.93,Clerk#000000931,27736.0,,,,,,,,,,,,,,,,,
1115008.0,F,302775.04,Clerk#000000345,,,,,,,,6.0,,0.08,,F,1993-07-19,,,,,
